처분일자,정리구분,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유
2024-03-22,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112122665,2021-01-08,2535000,폐기,폐품,사용연한경과
2022-10-07,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112122667,2021-01-08,2535000,폐기,정비필요품,고장/파손
2022-08-19,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112122670,2021-01-08,2535000,매각,중고품,활용가능성 없음
2024-08-27,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112122673,2021-01-08,2535000,매각,중고품,활용가능성 없음
2025-06-07,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112122674,2021-01-08,2535000,매각,중고품,사업종료
2023-09-13,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111822682,2018-09-07,5026000,폐기,정비필요품,고장/파손
2025-01-07,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111822684,2018-09-07,5026000,폐기,폐품,사용연한경과
2023-02-27,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111822686,2018-09-07,5026000,매각,중고품,불용결정
2022-08-20,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111822693,2018-09-07,5026000,폐기,정비필요품,고장/파손
2020-10-28,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111822694,2018-09-07,5026000,폐기,폐품,사용연한경과
2021-02-19,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111822700,2018-09-07,5026000,폐기,정비필요품,고장/파손
2022-05-12,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111822702,2018-09-07,5026000,매각,중고품,불용결정
2024-10-17,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111822703,2018-09-07,5026000,매각,중고품,불용결정
2024-10-14,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111822706,2018-09-07,5026000,폐기,폐품,사용연한경과
2022-10-25,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111822708,2018-09-07,5026000,매각,중고품,활용가능성 없음
2025-10-16,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111822734,2018-09-12,13262000,폐기,폐품,사용연한경과
2017-07-12,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111522747,2015-08-13,138836000,폐기,폐품,사용연한경과
2017-06-06,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111522750,2015-08-13,138836000,폐기,정비필요품,고장/파손
2019-10-20,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111522751,2015-08-13,138836000,폐기,폐품,사용연한경과
2024-05-18,매각,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111522754,2015-08-13,138836000,매각,중고품,불용결정
2025-04-27,매각,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M112022790,2020-09-18,15950000,매각,중고품,불용결정
2022-12-01,폐기,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M112022792,2020-09-18,15950000,폐기,폐품,사용연한경과
2022-03-08,폐기,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M112022793,2020-09-18,15950000,폐기,폐품,사용연한경과
2023-08-08,폐기,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M112022798,2020-04-04,29833000,폐기,폐품,사용연한경과
2024-03-10,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M112022799,2020-04-04,29833000,매각,중고품,사업종료
2024-07-18,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M112022800,2020-04-04,29833000,매각,중고품,불용결정
2025-01-02,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M112022801,2020-04-04,29833000,매각,중고품,사업종료
2022-08-05,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M112022802,2020-04-04,29833000,매각,중고품,불용결정
2025-02-15,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M112022804,2020-04-04,29833000,매각,중고품,사업종료
2020-03-19,폐기,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111722807,2017-09-24,21938000,폐기,폐품,사용연한경과
2021-03-12,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111722813,2017-09-24,21938000,매각,중고품,불용결정
2023-09-01,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111922862,2019-01-07,6366000,매각,중고품,사업종료
2018-11-09,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111622863,2016-02-09,5646000,폐기,폐품,사용연한경과
2021-08-09,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111622867,2016-02-09,5646000,매각,중고품,활용가능성 없음
2020-09-27,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111622868,2016-02-09,5646000,매각,중고품,불용결정
2019-12-29,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111622874,2016-02-09,5646000,폐기,정비필요품,고장/파손
2019-01-11,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111622880,2016-02-09,5646000,폐기,폐품,사용연한경과
2022-02-06,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111622881,2016-02-09,5646000,폐기,정비필요품,고장/파손
2021-04-29,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111622883,2016-02-09,5646000,폐기,폐품,사용연한경과
2024-05-28,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111622884,2016-02-09,5646000,폐기,정비필요품,고장/파손
2021-10-09,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111622891,2016-02-09,5646000,매각,중고품,불용결정
2023-04-08,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111622896,2016-02-09,5646000,폐기,폐품,사용연한경과
2021-08-20,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111522908,2015-01-23,100435000,폐기,폐품,사용연한경과
2016-07-03,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111522909,2015-01-23,100435000,폐기,폐품,사용연한경과
2023-11-01,매각,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111522913,2015-01-23,100435000,매각,중고품,활용가능성 없음
2022-02-21,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111922920,2019-02-06,7701000,폐기,정비필요품,고장/파손
2025-05-21,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111922929,2019-02-06,7701000,매각,중고품,사업종료
2020-12-25,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111922930,2019-02-06,7701000,폐기,폐품,사용연한경과
2025-11-29,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111922931,2019-02-06,7701000,폐기,폐품,사용연한경과
2025-07-11,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111922932,2019-02-06,7701000,폐기,폐품,사용연한경과
2023-06-16,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111922934,2019-02-06,7701000,폐기,폐품,사용연한경과
2024-07-25,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111922936,2019-02-06,7701000,폐기,정비필요품,고장/파손
2023-10-26,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111922941,2019-02-06,7701000,폐기,정비필요품,고장/파손
2021-11-11,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111922942,2019-02-06,7701000,폐기,정비필요품,고장/파손
2024-07-20,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111922943,2019-02-06,7701000,폐기,폐품,사용연한경과
2023-02-16,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111922944,2019-02-06,7701000,매각,중고품,불용결정
2025-09-27,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111922946,2019-02-06,7701000,매각,중고품,활용가능성 없음
2025-05-09,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111922948,2019-02-06,7701000,매각,중고품,활용가능성 없음
2025-07-22,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111922949,2019-02-06,7701000,폐기,폐품,사용연한경과
2025-01-13,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111922956,2019-02-06,7701000,폐기,폐품,사용연한경과
2022-03-05,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111922962,2019-02-06,7701000,폐기,폐품,사용연한경과
2026-01-06,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922969,2019-02-24,5335000,폐기,폐품,사용연한경과
2022-06-12,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922970,2019-02-24,5335000,폐기,폐품,사용연한경과
2024-01-06,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922971,2019-02-24,5335000,폐기,폐품,사용연한경과
2023-03-27,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922972,2019-02-24,5335000,폐기,폐품,사용연한경과
2024-10-29,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922975,2019-02-24,5335000,폐기,정비필요품,고장/파손
2023-08-29,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922977,2019-02-24,5335000,폐기,정비필요품,고장/파손
2025-10-05,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922979,2019-02-24,5335000,폐기,정비필요품,고장/파손
2024-04-06,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922986,2019-02-24,5335000,매각,중고품,활용가능성 없음
2022-01-23,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922987,2019-02-24,5335000,폐기,폐품,사용연한경과
2025-06-20,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922988,2019-02-24,5335000,매각,중고품,사업종료
2025-04-17,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922991,2019-02-24,5335000,폐기,정비필요품,고장/파손
2022-04-01,폐기,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M111822992,2018-02-26,2552000,폐기,정비필요품,고장/파손
2022-05-17,매각,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M111822995,2018-02-26,2552000,매각,중고품,불용결정
2021-07-17,폐기,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M111822996,2018-02-26,2552000,폐기,정비필요품,고장/파손
2021-10-19,매각,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M111822997,2018-02-26,2552000,매각,중고품,불용결정
2021-10-20,폐기,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M111822998,2018-02-26,2552000,폐기,폐품,사용연한경과
2021-01-21,폐기,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M111822999,2018-02-26,2552000,폐기,정비필요품,고장/파손
2022-03-23,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111923046,2019-05-23,3177000,폐기,정비필요품,고장/파손
2022-10-31,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112023053,2020-06-13,17197000,폐기,정비필요품,고장/파손
2025-11-15,폐기,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M112123055,2021-10-12,5517000,폐기,폐품,사용연한경과
2025-08-12,폐기,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M112123057,2021-10-12,5517000,폐기,폐품,사용연한경과
2023-05-20,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111923062,2019-07-27,9083000,폐기,정비필요품,고장/파손
2021-09-24,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111923066,2019-07-27,9083000,매각,중고품,불용결정
2020-11-13,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111923067,2019-07-27,9083000,폐기,폐품,사용연한경과
2023-05-24,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111923068,2019-07-27,9083000,매각,중고품,사업종료
2024-10-07,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111923073,2019-07-27,9083000,폐기,폐품,사용연한경과
2025-04-10,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111923077,2019-07-27,9083000,폐기,폐품,사용연한경과
2024-06-10,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111923081,2019-07-27,9083000,폐기,정비필요품,고장/파손
2021-12-30,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111923084,2019-07-27,9083000,폐기,폐품,사용연한경과
2022-05-22,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111923085,2019-07-27,9083000,폐기,폐품,사용연한경과
2023-09-02,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111923087,2019-07-27,9083000,폐기,폐품,사용연한경과
2025-01-10,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111923091,2019-07-27,9083000,매각,중고품,활용가능성 없음
2022-11-10,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111923092,2019-07-27,9083000,폐기,폐품,사용연한경과
2021-04-30,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111923096,2019-07-27,9083000,폐기,정비필요품,고장/파손
2025-11-01,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112023109,2020-02-19,13035000,폐기,폐품,사용연한경과
2019-07-08,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723114,2017-03-25,7156000,폐기,정비필요품,고장/파손
2019-05-12,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723115,2017-03-25,7156000,폐기,폐품,사용연한경과
2020-07-24,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723117,2017-03-25,7156000,폐기,폐품,사용연한경과
2019-06-02,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723120,2017-03-25,7156000,폐기,폐품,사용연한경과
2025-11-18,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723122,2017-03-25,7156000,폐기,정비필요품,고장/파손
2019-05-03,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723123,2017-03-25,7156000,폐기,폐품,사용연한경과
2021-10-21,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723130,2017-03-25,7156000,폐기,폐품,사용연한경과
2020-03-04,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723132,2017-03-25,7156000,폐기,폐품,사용연한경과
2024-06-10,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723135,2017-03-25,7156000,매각,중고품,불용결정
2022-09-11,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723136,2017-03-25,7156000,폐기,폐품,사용연한경과
2025-11-05,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723137,2017-03-25,7156000,폐기,정비필요품,고장/파손
2021-08-19,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723138,2017-03-25,7156000,폐기,폐품,사용연한경과
2024-05-11,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723141,2017-03-25,7156000,폐기,폐품,사용연한경과
2023-03-08,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723145,2017-03-25,7156000,폐기,정비필요품,고장/파손
2020-03-11,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723146,2017-03-25,7156000,폐기,폐품,사용연한경과
2022-05-03,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723147,2017-03-25,7156000,폐기,폐품,사용연한경과
2019-09-16,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723148,2017-03-25,7156000,폐기,폐품,사용연한경과
2019-04-18,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723149,2017-03-25,7156000,매각,중고품,사업종료
2021-07-07,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111723150,2017-03-25,7156000,매각,중고품,불용결정
